"Anho","Mes","1. Imacec","2. Producción de bienes","2.1. Minería","2.2. Industria","2.3. Resto de bienes","3. Comercio","4. Servicios","5. Imacec a costo de factores","6. Impuestos sobre los productos","7. Imacec no minero","Mes_num","Fecha","IMACEC_SA","Var_m_m_SA","Var_a_a_NSA"
2017,"Octubre",97.992242529936,93.656388089863,109.01412551454,95.473992911044,84.379037057691,95.788084476751,101.57987695796,98.209463971789,96.0939804875,97.166716650049,10,2017-10-01,2.09916914359782e+42,-3.30625661993912,3.38462153279981
2017,"Noviembre",102.27177475639,98.297393526304,105.19157218645,101.98477402024,92.175709744607,100.59575773154,105.38215486309,102.4089617075,101.07613200939,102.08532867861,11,2017-11-01,3.33794290215725e+42,59.0125746816315,3.56856666605039
2017,"Diciembre",105.80626910745,107.62510361796,108.60900942679,100.96272416824,111.98685944958,117.60122862339,98.984935187204,103.96605060488,121.96205592786,105.6305235634,12,2017-12-01,2.78748616054327e+42,-16.4908974703619,2.67509104535757
2018,"Enero",96.638284947529,104.80266757539,96.54438302095,99.659868282528,113.91146748597,103.57217662031,90.811778364461,97.127609068484,92.246718081337,96.647744263179,1,2018-01-01,6.72534450940821e+42,141.269162322853,4.5428166109049
2018,"Febrero",92.789489338225,105.57727363154,92.004523799011,93.536218604484,123.00637701337,91.074984629512,85.034672716802,92.967563755563,91.191314064606,92.868563720197,2,2018-02-01,1.77332234537002e+43,163.677547356761,4.15171176368421
2018,"Marzo",105.2309472007,112.06405431212,100.0093991621,105.24963616699,124.88576744056,103.14490385382,101.56229981469,105.45879112424,103.18610252128,105.7569456853,3,2018-03-01,1.86358352279185e+43,5.0899475584623,4.83960688397971
2018,"Abril",101.95398330601,102.59234985505,91.025631132206,105.71671669415,108.27529715767,102.84254175436,102.39134392071,102.5103677102,96.960566448651,103.0548630911,4,2018-04-01,4.90536975266268e+43,163.222425647653,6.94738392623195
2018,"Mayo",101.72398097016,99.324228438478,100.207609742,105.38389860793,94.575453282886,103.75261494659,103.16847409738,101.86498616483,100.45849309751,101.87673432265,5,2018-05-01,3.71046000904012e+43,-24.3592186496025,4.94325032963288
2018,"Junio",98.492033027247,93.257309589169,96.326656835114,101.88399566027,85.271438590384,97.905344604676,102.04185076955,98.485506151187,98.55061017769,98.710164621024,6,2018-06-01,6.02609352219039e+43,62.408259555648,4.60010002184847
2018,"Julio",93.776886697856,91.432278001724,100.15576102387,94.927500556141,83.137534828888,90.923328717488,95.579435374553,93.615052733442,95.229307793629,93.134303654645,7,2018-07-01,1.58304307743486e+43,-73.7301940037025,3.23701126711249
2018,"Agosto",98.16243309479,91.886600625975,96.729963764942,99.908559163036,83.115122632571,95.585679944332,102.66985740111,98.09248054805,98.790240458687,98.30673449567,8,2018-08-01,9.6396022706326e+42,-39.107138598828,2.42160518398615
2018,"Septiembre",94.343384799875,87.698691163973,100.35557072756,85.936652257018,80.345107705245,89.416143070762,99.244648524614,94.106644256759,96.468074510652,93.737740522794,9,2018-09-01,1.60986578952214e+43,67.0054162324373,1.57376971318925
2018,"Octubre",102.2481621399,97.207823711243,101.06614969314,104.06541254811,89.900264840118,101.80931731336,105.49134722316,102.16091270503,103.03120493479,102.3672334864,10,2018-10-01,1.07064941734805e+44,565.055077458255,4.34311890419679
2018,"Noviembre",105.64657196112,102.73889262219,112.56070807471,101.07157732857,97.237961751354,99.999654148538,109.55871421432,106.12750591938,101.33030479692,104.95006872277,11,2018-11-01,8.14738260956741e+43,-23.9024233558345,3.29983244425818
2018,"Diciembre",108.99384251655,111.41783047311,113.01364302435,102.65996413073,116.33820727095,119.97331039623,102.4455775786,107.48257986281,122.55706311421,108.58890341423,12,2018-12-01,2.87155569846234e+43,-64.75486869746,3.01265079658266
2019,"Enero",98.597433724096,104.66151329872,91.847753652775,101.50780418726,115.49375876031,105.12262849807,94.104263601384,98.97511565949,95.275895817396,99.255371747068,1,2019-01-01,5.88408974840002e+43,104.909476474749,2.0273008545534
2019,"Febrero",93.265570907018,101.29803636381,81.59327848702,93.188989171977,120.30879143375,92.77392584778,88.201702126378,93.30851395522,92.887906663465,94.403350019097,2,2019-02-01,3.79953127981772e+43,-35.4270338780798,0.5130770437346
2019,"Marzo",106.45982805541,109.40354913773,93.413827707637,103.74822918983,124.16237246261,104.72966466087,105.2644402107,106.67483298868,104.56895912826,107.73151198499,3,2019-03-01,8.46990745699816e+43,122.919798081107,1.1677941588478
2019,"Abril",103.53377905516,100.37646360842,88.021178507132,100.65129903184,108.42730142291,103.6203524183,106.34010097508,103.94904125084,99.881740143793,105.04589957463,4,2019-04-01,1.71824612057631e+44,102.864804521168,1.54951841793989
2019,"Mayo",103.19927427807,97.195992044831,92.447617582267,101.67562145036,97.132195055653,104.78625410143,107.10483978386,103.35829263854,101.80078135939,104.2473126555,5,2019-05-01,1.89529384063349e+44,10.3039790363556,1.45029057439541
2019,"Junio",99.060412841602,91.169586486784,91.513571159685,95.198703660039,88.031026435314,96.332813973918,105.24392449102,99.344622193353,96.560923067769,99.796055722956,6,2019-06-01,2.30806364452019e+44,21.7786706756107,0.577082020631825
